2024-05-29 22:56:27,478 INFO    StreamThr :490839 [internal.py:wandb_internal():86] W&B internal server running at pid: 490839, started at: 2024-05-29 22:56:27.477906
2024-05-29 22:56:27,480 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: status
2024-05-29 22:56:27,486 INFO    WriterThread:490839 [datastore.py:open_for_write():87] open: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/run-n4abhass.wandb
2024-05-29 22:56:27,486 DEBUG   SenderThread:490839 [sender.py:send():382] send: header
2024-05-29 22:56:27,512 DEBUG   SenderThread:490839 [sender.py:send():382] send: run
2024-05-29 22:56:28,071 INFO    SenderThread:490839 [dir_watcher.py:__init__():211] watching files in: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files
2024-05-29 22:56:28,071 INFO    SenderThread:490839 [sender.py:_start_run_threads():1136] run started: n4abhass with start time 1716990987.478584
2024-05-29 22:56:28,082 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: check_version
2024-05-29 22:56:28,082 DEBUG   SenderThread:490839 [sender.py:send_request():409] send_request: check_version
2024-05-29 22:56:28,141 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: run_start
2024-05-29 22:56:28,155 DEBUG   HandlerThread:490839 [system_info.py:__init__():27] System info init
2024-05-29 22:56:28,155 DEBUG   HandlerThread:490839 [system_info.py:__init__():42] System info init done
2024-05-29 22:56:28,155 INFO    HandlerThread:490839 [system_monitor.py:start():194] Starting system monitor
2024-05-29 22:56:28,155 INFO    SystemMonitor:490839 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-29 22:56:28,158 INFO    SystemMonitor:490839 [interfaces.py:start():190] Started cpu monitoring
2024-05-29 22:56:28,158 INFO    HandlerThread:490839 [system_monitor.py:probe():214] Collecting system info
2024-05-29 22:56:28,159 INFO    SystemMonitor:490839 [interfaces.py:start():190] Started disk monitoring
2024-05-29 22:56:28,163 INFO    SystemMonitor:490839 [interfaces.py:start():190] Started gpu monitoring
2024-05-29 22:56:28,163 INFO    SystemMonitor:490839 [interfaces.py:start():190] Started memory monitoring
2024-05-29 22:56:28,163 INFO    SystemMonitor:490839 [interfaces.py:start():190] Started network monitoring
2024-05-29 22:56:28,177 DEBUG   HandlerThread:490839 [system_info.py:probe():151] Probing system
2024-05-29 22:56:28,190 DEBUG   HandlerThread:490839 [system_info.py:_probe_git():136] Probing git
2024-05-29 22:56:28,212 DEBUG   HandlerThread:490839 [system_info.py:_probe_git():144] Probing git done
2024-05-29 22:56:28,212 DEBUG   HandlerThread:490839 [system_info.py:probe():199] Probing system done
2024-05-29 22:56:28,212 DEBUG   HandlerThread:490839 [system_monitor.py:probe():223] {'os': 'Linux-6.5.0-35-generic-x86_64-with-glibc2.35', 'python': '3.9.18', 'heartbeatAt': '2024-05-29T13:56:28.177536', 'startedAt': '2024-05-29T13:56:27.470892', 'docker': None, 'cuda': None, 'args': ('--seed', '753', '--env_name', 'StarCraft2', '--experiment_name', 'MAPPO', '--group_name', 'deep_c20', '--num_clusters', '20', '--map_name', '3m', '--num_ensemble', '1', '--cluster_update_interval', '1', '--num_env_steps', '2000000', '--sampling_episodes', '10', '--num_gpu', '1'), 'state': 'running', 'program': '/home/uosai/Desktop/on-policy/onpolicy/scripts/train/train_smac.py', 'codePathLocal': 'train_smac.py', 'codePath': 'onpolicy/scripts/train/train_smac.py', 'git': {'remote': 'https://github.com/singforai/on-policy.git', 'commit': '14d4b373e79555e79221655c211e9561875c023b'}, 'email': 'singfor7012@gmail.com', 'root': '/home/uosai/Desktop/on-policy', 'host': 'uos-desktop', 'username': 'uosai', 'executable': '/home/uosai/Desktop/miniconda3/envs/marl/bin/python', 'cpu_count': 12, 'cpu_count_logical': 24, 'cpu_freq': {'current': 4232.884416666667, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 4264.235, 'min': 2200.0, 'max': 3700.0}, {'current': 4262.283, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.23, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.237, 'min': 2200.0, 'max': 3700.0}, {'current': 4014.254, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.22, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.481, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.214, 'min': 2200.0, 'max': 3700.0}, {'current': 4269.889, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.206, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.217, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.204, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.219, 'min': 2200.0, 'max': 3700.0}, {'current': 4263.808, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.221, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.252, 'min': 2200.0, 'max': 3700.0}, {'current': 3944.361, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.221, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.459, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.216, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.195, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.219, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.207, 'min': 2200.0, 'max': 3700.0}, {'current': 4264.204, 'min': 2200.0, 'max': 3700.0}], 'disk': {'/': {'total': 233.17998886108398, 'used': 190.48404693603516}}, 'gpu': 'NVIDIA GeForce RTX 3080', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}, {'name': 'NVIDIA GeForce RTX 3080', 'memory_total': 10737418240}], 'memory': {'total': 62.709049224853516}}
2024-05-29 22:56:28,212 INFO    HandlerThread:490839 [system_monitor.py:probe():224] Finished collecting system info
2024-05-29 22:56:28,212 INFO    HandlerThread:490839 [system_monitor.py:probe():227] Publishing system info
2024-05-29 22:56:28,212 DEBUG   HandlerThread:490839 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-05-29 22:56:29,073 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_created():271] file/dir created: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/conda-environment.yaml
2024-05-29 22:56:31,019 DEBUG   HandlerThread:490839 [system_info.py:_save_conda():220] Saving conda packages done
2024-05-29 22:56:31,020 INFO    HandlerThread:490839 [system_monitor.py:probe():229] Finished publishing system info
2024-05-29 22:56:31,023 DEBUG   SenderThread:490839 [sender.py:send():382] send: files
2024-05-29 22:56:31,023 INFO    SenderThread:490839 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-05-29 22:56:31,028 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: python_packages
2024-05-29 22:56:31,028 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: stop_status
2024-05-29 22:56:31,028 DEBUG   SenderThread:490839 [sender.py:send_request():409] send_request: python_packages
2024-05-29 22:56:31,029 DEBUG   SenderThread:490839 [sender.py:send_request():409] send_request: stop_status
2024-05-29 22:56:31,031 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: internal_messages
2024-05-29 22:56:31,072 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/conda-environment.yaml
2024-05-29 22:56:31,072 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_created():271] file/dir created: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/wandb-metadata.json
2024-05-29 22:56:31,072 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_created():271] file/dir created: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/requirements.txt
2024-05-29 22:56:31,378 DEBUG   SenderThread:490839 [sender.py:send():382] send: telemetry
2024-05-29 22:56:31,804 DEBUG   SenderThread:490839 [sender.py:send():382] send: telemetry
2024-05-29 22:56:31,870 INFO    wandb-upload_0:490839 [upload_job.py:push():131] Uploaded file /tmp/tmp9s33n5xnwandb/v3sd8jn5-wandb-metadata.json
2024-05-29 22:56:32,023 DEBUG   SenderThread:490839 [sender.py:send():382] send: telemetry
2024-05-29 22:56:33,024 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 22:56:38,024 DEBUG   HandlerThread:490839 [handler.py:handle_request():146] handle_request: status_report
2024-05-29 22:56:39,075 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_created():271] file/dir created: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/output.log
2024-05-29 22:56:41,075 INFO    Thread-12 :490839 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/uosai/Desktop/on-policy/onpolicy/scripts/results/StarCraft2/3m/rmappo/MAPPO/wandb/run-20240529_225627-n4abhass/files/output.log
